molecule_smiles,taskMask,y_cac,y_lip,y_sol,y_ppb,y_ld5,y_cle
FC(F)(F)C(F)(Cl)Cl,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.096,0.0,0.0,0.0
Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)cc1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-7.77,0.0,0.0,0.0
COP(=S)(OC)Oc1ccc(S(=O)(=O)N(C)C)cc1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,4.065,0.0
C[C@H](CO)Nc1nc(SCc2cccc(Cl)c2F)nc2[nH]c(=O)sc12,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,19.91
S=C=Nc1ccccc1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.177,0.0,0.0,0.0
Nc1cc2c3ccccc3ccc2c2ccccc12,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-6.196,0.0,0.0,0.0
CC(C)(O)C(C)(O)c1ccc(Cl)cc1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.412,0.0
Cc1c(S(=O)(=O)c2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O,"[0, 1, 0, 1, 0, 0]",0.0,-0.16,0.0,99.57,0.0,0.0
C=CCO[C@H](CCC(C)(C)O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@@]4(C)C3CC[C@]12C,"[1, 0, 0, 0, 0, 0]",-4.69,0.0,0.0,0.0,0.0,0.0
Cn1c(=O)c2[nH]cnc2n(C)c1=O,"[1, 1, 1, 0, 0, 0]",-4.35,-0.09,-1.353,0.0,0.0,0.0
Cc1cc(C)c(O)c(C)c1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.055,0.0,0.0,0.0
O=C(c1ccc(Cl)cc1)C1CCN(C(=O)c2ccc(F)cc2)CC1,"[0, 1, 0, 0, 0, 0]",0.0,3.49,0.0,0.0,0.0,0.0
C=C(CC(=O)OC)C(=O)OC,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-0.654,0.0,0.0,0.0
CCc1nc2nc(N)nc(N)c2nc1CC,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.267,0.0,0.0,0.0
CCCCN(CCCC)C(=O)SCc1ccccc1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.698,0.0
c1ccc2c(OCCN3CCCC3)ccnc2c1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.937,0.0
O=c1[nH]c2cc(Br)ccc2o1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.309,0.0
O=c1ccc2ccc3occc3c2o1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.762,0.0
CCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCC,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-5.712,0.0,0.0,0.0
Cc1ccc(S(=O)(=O)NC(=O)Nc2nccc(Nc3ccc(S(N)(=O)=O)cc3)n2)cc1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-4.3,0.0,0.0,0.0
CC(C)=CCCC(C)=CCCC(C)=CCO,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.569,0.0
C=C(Br)C(=O)Nc1ccc(Nc2cc(S(=O)(=O)[O-])c(N)c3c2C(=O)c2ccccc2C3=O)c(S(=O)(=O)[O-])c1.[Na+].[Na+],"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.062,0.0,0.0,0.0
NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(=O)N[C@H]1CCCNC1,"[0, 1, 0, 0, 0, 0]",0.0,1.76,0.0,0.0,0.0,0.0
CCCN1Cn2c(nc3ccccc3c2=O)C1C,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.67,0.0,0.0,0.0
CC(C)(C)C(=O)OCCc1ccccc1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.675,0.0,0.0,0.0
O=C(NC1CCCCC1)c1cccnc1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.319,0.0,0.0,0.0
CC(C)C(NC(=O)c1ccccc1)C(=O)c1ccc(F)cc1,"[0, 0, 0, 1, 0, 0]",0.0,0.0,0.0,91.64,0.0,0.0
CC(C)(C)C(C)(C)O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-0.723,0.0,0.0,0.0
O=C(Nc1cc(F)ccc1F)NC1CC1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,3.145,0.0
C/C=C(\C)C(=O)O[C@H]1[C@@H](OC(C)=O)c2c(ccc3ccc(=O)oc23)OC1(C)C,"[1, 0, 0, 0, 0, 0]",-4.58,0.0,0.0,0.0,0.0,0.0
CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,"[0, 1, 0, 0, 0, 1]",0.0,0.64,0.0,0.0,0.0,9.77
COc1ccc([N+](=O)[O-])cc1OC(C)=O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.947,0.0,0.0,0.0
Oc1cccc(O)c1,"[0, 0, 1, 0, 1, 0]",0.0,0.0,1.003,0.0,2.563,0.0
CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)OC(C)(C)C,"[1, 0, 0, 0, 0, 0]",-4.18,0.0,0.0,0.0,0.0,0.0
CO[Si](CCCN=C=O)(OC)OC,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.257,0.0,0.0,0.0
CCCC=C(C=NCCCCCCCCCCCCCCCCCCCCC)CC,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.897,0.0
N=C(N)N[N+](=O)[O-],"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.009,0.0
C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,"[1, 0, 0, 0, 0, 0]",-5.4,0.0,0.0,0.0,0.0,0.0
O=c1[nH]c(=O)c2nccnc2[nH]1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.118,0.0,0.0,0.0
ClC(Cl)C(Cl)C(Cl)C(Cl)Cl,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.821,0.0
CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.923,0.0,0.0,0.0
O=[N+]([O-])c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.47,0.0
O=c1[nH]n(C(c2ccccn2)C2CCCC2)c(=O)c2c(O)c3ccc(Cl)cc3nc12,"[0, 1, 0, 0, 0, 0]",0.0,1.9,0.0,0.0,0.0,0.0
CCCN(CCO)CCCOc1cc2ncnc(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)c2cc1OC,"[0, 1, 0, 0, 0, 0]",0.0,1.28,0.0,0.0,0.0,0.0
CCOC(=O)C(=Cc1ccc(C=C(C(=O)OCC)C(=O)OCC)cc1)C(=O)OCC,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-5.622,0.0,0.0,0.0
O=C(O)COc1cccc(C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,"[0, 1, 0, 1, 0, 0]",0.0,1.09,0.0,98.7,0.0,0.0
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,"[0, 0, 0, 1, 0, 1]",0.0,0.0,0.0,99.51,0.0,150.0
N#CC1CC=CCC1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.367,0.0
Oc1ccc2c3c1O[C@H]1c4[nH]c5c(c4C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314)C[C@@]1(O)[C@H]2Cc3ccc(O)c4c3[C@@]1(CCN2CC1CC1)[C@H]5O4,"[0, 1, 0, 0, 0, 0]",0.0,1.41,0.0,0.0,0.0,0.0
Nc1ccc(N=Nc2ccc(N=Nc3ccc(N/N=C4/C(=O)c5ccc(NC(=O)c6ccccc6)cc5C=C4S(=O)(=O)[O-])c4ccc(S(=O)(=O)[O-])cc34)c3ccc(S(=O)(=O)[O-])cc23)cc1S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.394,0.0,0.0,0.0
CCCCOC(=O)CC,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-1.938,0.0,1.416,0.0
O=C1c2c(Cl)c(Cl)c(Cl)c(Cl)c2C2=Nc3cccc4cccc(c34)N12,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-7.134,0.0,0.0,0.0
O=C(Nc1ccc(N2CCOCC2)cn1)c1nnc(Nc2ccccc2F)o1,"[0, 1, 0, 0, 0, 0]",0.0,2.4,0.0,0.0,0.0,0.0
C[C@@H]1O[C@@H](c2ccc(N(O)O)cc2)OC[C@H]1N,"[1, 0, 0, 0, 0, 0]",-4.889,0.0,0.0,0.0,0.0,0.0
ICCI,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.22,0.0,0.0,0.0
O=C(Cn1c(Cl)cnc(NCC(F)(F)c2ccccn2)c1=O)NCc1ncccc1F,"[0, 0, 0, 1, 0, 0]",0.0,0.0,0.0,71.99,0.0,0.0
O=C([O-])[O-].[Li+].[Li+],"[0, 0, 1, 0, 0, 0]",0.0,0.0,-0.755,0.0,0.0,0.0
CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,"[0, 1, 1, 0, 0, 0]",0.0,-0.66,-2.0,0.0,0.0,0.0
COc1cc(NS(=O)(=O)c2ccccc2)c2c(c1N)C(=O)c1ccccc1C2=O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.356,0.0,0.0,0.0
N=C(Nc1c([N+](=O)[O-])cnc2ccccc12)N1CCOCC1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.877,0.0
CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1cccnc1,"[0, 1, 0, 0, 0, 0]",0.0,1.2,0.0,0.0,0.0,0.0
Cc1ccccc1CCl,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.081,0.0,0.0,0.0
CC(NC(=O)COc1ccc(Cl)cc1Cl)C(=O)O,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.562,0.0
Cn1c(N)nc(CCc2cccc(-c3cccnc3)c2)cc1=O,"[0, 1, 0, 0, 0, 0]",0.0,2.5,0.0,0.0,0.0,0.0
Nc1cc([N+](=O)[O-])cc(S(=O)(=O)[O-])c1O.Nc1cc([N+](=O)[O-])ccc1O.Oc1cccc(O)c1.[Fe].[Na+].[Na],"[0, 0, 1, 0, 0, 0]",0.0,0.0,-0.994,0.0,0.0,0.0
CCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCC(=O)[O-].CCCC[Sn+2]CCCC,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-5.645,0.0,0.0,0.0
O=c1cc(N2CCOCC2)nc2n(Cc3cccc(F)c3)ccn12,"[0, 0, 0, 1, 0, 0]",0.0,0.0,0.0,78.01,0.0,0.0
O=Cc1cccc(Br)c1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.216,0.0
COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.14,0.0,0.0,0.0
CN(C)[SiH](N(C)C)N(C)C,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.434,0.0
C[Si]([O-])(O)O.[K+],"[0, 0, 1, 0, 0, 0]",0.0,0.0,0.879,0.0,0.0,0.0
NCCCOCCOCCO,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.4,0.0
FC(F)(F)c1nnc2c3ccccc3ccn12,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.556,0.0
CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2OC(=O)N(CCCl)N=O,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.271,0.0
CC1(C)CN(c2ccccc2)NC1=O,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,3.802,0.0
Cc1cc(C)cc(-c2[nH]c3sc(C(C)(C)C(=O)N4C5CCC4CC5)cc3c2CCN2CCN(CC(=O)N(C)C)CC2)c1,"[0, 1, 0, 0, 0, 0]",0.0,4.13,0.0,0.0,0.0,0.0
Cc1c(Sc2ccc(Cl)cc2)c2c(C#N)c(Cl)ccc2n1CC(=O)O,"[0, 1, 0, 0, 0, 0]",0.0,1.6,0.0,0.0,0.0,0.0
CCOC(C)(C)C,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-0.93,0.0,0.0,0.0
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,"[0, 1, 1, 1, 0, 0]",0.0,3.8,-4.149,98.81,0.0,0.0
O=S(C(Cl)=CCl)C(Cl)=CCl,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,3.505,0.0
CCOC(=O)C(SP(=O)(OC)OC)c1ccccc1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,3.684,0.0
Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,"[0, 1, 0, 0, 0, 0]",0.0,3.47,0.0,0.0,0.0,0.0
CC(C)COC(=O)C(C)(C)O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-0.728,0.0,0.0,0.0
CCCCCCOC(=O)c1ccc(N)cc1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.95,0.0,0.0,0.0
CC(C)Oc1cc(OCCc2cccnc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,"[0, 1, 0, 0, 0, 0]",0.0,0.81,0.0,0.0,0.0,0.0
C=CCc1cc(OC)c(OC(C)Cc2cc(OC)c(OC)c(OC)c2)c(OC)c1,"[1, 0, 0, 0, 0, 0]",-4.73,0.0,0.0,0.0,0.0,0.0
CCOP(=O)([O-])C(N)=O.[NH4+],"[0, 0, 1, 0, 0, 0]",0.0,0.0,0.769,0.0,0.0,0.0
CC(Oc1ccc(Cl)cc1)C(=O)O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.135,0.0,0.0,0.0
CCCCCCCCCc1ccc(O)cc1,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-4.498,0.0,2.134,0.0
COc1cc(C(=O)O)c(C(=O)O)cc1O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.21,0.0,0.0,0.0
CCOc1ccc([N+](=O)[O-])cc1CNCCCl,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,4.015,0.0
COc1cc(F)ccc1-c1cncc(CNCC2CC2)n1,"[0, 1, 0, 0, 0, 0]",0.0,1.8,0.0,0.0,0.0,0.0
N#Cc1cccc(N)c1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.169,0.0,0.0,0.0
C(=Nc1ccccc1)Nc1ccccc1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.013,0.0
Cc1c(CC(=O)O)c2cc(F)ccc2n1S(=O)(=O)c1ccc(S(C)(=O)=O)cc1,"[0, 1, 0, 1, 0, 1]",0.0,-0.44,0.0,92.32,0.0,7.9
O=S(=O)(Nc1nccs1)c1cc(Cl)ccc1Cl,"[0, 1, 0, 0, 0, 0]",0.0,1.14,0.0,0.0,0.0,0.0
COCCOC(C)=O,"[0, 0, 1, 0, 1, 0]",0.0,0.0,0.928,0.0,1.542,0.0
C[N+](C)(C)c1ccccc1.[Cl-],"[0, 0, 1, 0, 0, 0]",0.0,0.0,0.288,0.0,0.0,0.0
CCC=CCCOC(=O)c1ccccc1O,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.644,0.0
CO[Si](CCC1CCC2OC2C1)(OC)OC,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.302,0.0
CC(C)c1ccccc1,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-3.292,0.0,1.934,0.0
Cc1cc2cc(C)c3nnc(SCC(=O)N4CCN(C(=O)c5ccco5)CC4)n3c2cc1C,"[0, 0, 0, 1, 0, 0]",0.0,0.0,0.0,97.91,0.0,0.0
O=C(c1ccc(O)cc1O)N1CCCC1,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,150.0
CC/C=C/CCOC(=O)OC,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.07,0.0,0.0,0.0
COc1c(O)cc(Cl)c(Cl)c1Cl,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-2.871,0.0,1.883,0.0
COc1cc(-c2cc(OC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-6.776,0.0,0.0,0.0
CCP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,3.658,0.0
CCOP(=O)(OCC)SCS(=O)CC,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-1.512,0.0,5.415,0.0
O=C1C(O)=C(CC=C(Cl)Cl)C(=O)c2ccccc21,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,3.003,0.0
O=C(c1ccc(CCC(COc2ccc(-c3cccc([N+](=O)[O-])c3)cc2)N2C(=O)CCCC2=O)cc1)N1CCCC1,"[0, 1, 0, 0, 0, 0]",0.0,2.31,0.0,0.0,0.0,0.0
C[C@@](C(=O)O[C@H]1C[N+]2(Cc3cc(-c4ccccc4)on3)CCC1CC2)(c1ccccc1)N1CCCCC1,"[0, 0, 0, 1, 0, 1]",0.0,0.0,0.0,98.0,0.0,110.0
CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)nc(N(C)C)c1CC(=O)O,"[0, 0, 0, 1, 0, 1]",0.0,0.0,0.0,99.61,0.0,4.47
Oc1ccc(I)cc1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.71,0.0,0.0,0.0
Cn1nc(S(N)(=O)=O)sc1=NS(=O)(=O)c1ccc(Cl)cc1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.44,0.0,0.0,0.0
CCOP(=S)(OCC)SCCS(=O)(=O)CC,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-2.54,0.0,4.611,0.0
CN(C)c1ccc(C(=O)O)cc1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.398,0.0,0.0,0.0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-5.257,0.0,0.0,0.0
O=C(N[C@@H](Cc1ccc(OCCCNc2ccccn2)cc1)C(=O)O)c1c(Cl)cccc1Cl,"[0, 1, 0, 0, 0, 0]",0.0,-0.22,0.0,0.0,0.0,0.0
O=C1OCCN1N=Cc1ccc([N+](=O)[O-])o1,"[0, 1, 0, 0, 0, 0]",0.0,-0.12,0.0,0.0,0.0,0.0
CCC(C)N1C(=O)c2ccccc2C1=O,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.238,0.0
CC(C)C(N)C(=O)NC(Cc1ccccc1)C(=O)OC[C@@H]1O[C@H](n2cc(F)c(=O)[nH]c2=O)C[C@H]1O,"[1, 0, 0, 0, 0, 0]",-6.08,0.0,0.0,0.0,0.0,0.0
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.669,0.0,0.0,0.0
CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)NCc1ccccc1,"[0, 0, 0, 1, 0, 1]",0.0,0.0,0.0,99.61,0.0,18.2
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-0.71,0.0,0.0,0.0
CC(C)c1ccc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,"[0, 0, 0, 1, 0, 1]",0.0,0.0,0.0,87.62,0.0,16.6
Cc1c(Sc2ccc(Cl)cc2)c2cc(Cl)ccc2n1CC(=O)O,"[0, 1, 0, 0, 0, 0]",0.0,2.87,0.0,0.0,0.0,0.0
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.39,0.0,0.0,0.0
CC(=O)Oc1ccccc1C(=O)OCC(=O)N1CCOCC1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.8,0.0,0.0,0.0
N[C@@H](Cc1cc(Br)c(O)c(Br)c1)C(=O)O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.928,0.0,0.0,0.0
Cc1ccc(NC(=O)C2CC2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,"[0, 1, 0, 0, 0, 0]",0.0,2.17,0.0,0.0,0.0,0.0
CSCCC=O,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.374,0.0
CCC(CC)C[C@H](c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,"[0, 1, 0, 1, 0, 1]",0.0,1.68,0.0,98.81,0.0,36.31
Cc1nc(Cl)c(Cl)n1Cc1sc2c(c1C(=O)N1CC[C@@H](O)C1)c(=O)n(C)c(=O)n2CC(C)C,"[0, 1, 0, 1, 0, 0]",0.0,1.61,0.0,91.1,0.0,0.0
Cc1ccc(C(=O)NC(C)C)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,"[0, 1, 0, 0, 0, 0]",0.0,1.56,0.0,0.0,0.0,0.0
NC(=O)c1cccnc1Oc1ccccc1,"[0, 1, 0, 0, 0, 0]",0.0,1.13,0.0,0.0,0.0,0.0
CC(C)CCCCCOC(=O)CS,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-4.285,0.0,2.769,0.0
C=COC,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-0.531,0.0,1.074,0.0
C=CC(=O)OCCCOCC,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.285,0.0
CN=c1oc2ccccc2n1C,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.21,0.0
CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-4.882,0.0,2.581,0.0
CC(C)CCOC(=O)c1ccccc1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.482,0.0
CCCSCCC,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.58,0.0,0.0,0.0
O=C(c1cc2cc(Cl)ccc2[nH]1)N1CCNCC1,"[0, 1, 0, 0, 0, 0]",0.0,1.65,0.0,0.0,0.0,0.0
NC(=O)NCC(=O)NCC(=O)NCC(=O)O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.351,0.0,0.0,0.0
CC(C)CC(N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.12,0.0,0.0,0.0
COc1ccc(CC(=O)Nc2nc3ccccc3[nH]2)cc1,"[0, 1, 0, 1, 0, 0]",0.0,2.9,0.0,96.26,0.0,0.0
Cc1ccc(CO)cc1,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-1.2,0.0,1.496,0.0
COC(=O)c1ccc(C(=O)OC)cc1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.797,0.0,0.0,0.0
CCCC(=O)OC,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-0.833,0.0,0.0,0.0
Oc1ccc(Cl)c2cccnc12,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.976,0.0,0.0,0.0
CCN(CC)C(=O)c1ccc([C@H](c2cccc(NC(=O)C3CC3)c2)N2CCN(CCOC)CC2)cc1,"[0, 1, 0, 0, 0, 0]",0.0,2.35,0.0,0.0,0.0,0.0
CCCCCCCCCNCC(O)CO,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.64,0.0,0.0,0.0
NS(=O)(=O)c1ccc(N2N=C(c3ccc(Br)cc3)CC2c2ccc(F)cc2)cc1,"[0, 0, 0, 1, 0, 0]",0.0,0.0,0.0,89.49,0.0,0.0
Cc1ccc2c(c1)CC(=O)c1cc(CC(=O)O)ccc1O2,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.937,0.0
O=C(/C=C/c1ccccc1)OCCc1ccccc1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-5.402,0.0,0.0,0.0
CCOC(=O)CC(=O)CCl,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.915,0.0
CCN(COC(C)=O)N=O,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.256,0.0
CNC(=O)Oc1cccc2c1OC(C)(C)C2=O,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.902,0.0
COc1cc(N=Nc2ccc(S(=O)(=O)[O-])cc2)c(C)cc1N/N=C1/C(=O)c2ccc(Nc3ccccc3)cc2C=C1S(=O)(=O)[O-].[Na+].[Na+],"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.045,0.0,0.0,0.0
CCOP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,3.029,0.0
N#CSC=CSC#N,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,3.266,0.0
C[C@H](CCC(=O)NCC(=O)[O-])[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,"[1, 0, 0, 0, 0, 0]",-5.714,0.0,0.0,0.0,0.0,0.0
O=C(O)CC(CC1CCN(C(=O)CCc2ccc3c(n2)NCCC3)CC1)c1cnc2ccccc2c1,"[1, 0, 0, 0, 0, 0]",-5.89,0.0,0.0,0.0,0.0,0.0
CCOP(=O)(OCC)OC(=CBr)c1ccc(Cl)cc1Cl,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,4.276,0.0
CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,"[0, 1, 0, 1, 0, 1]",0.0,2.2,0.0,71.53,0.0,26.92
CCCC=C(C=O)CC,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-2.46,0.0,1.799,0.0
O=C(NCCO)C(=O)NCCO,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-0.112,0.0,0.0,0.0
